sku_id,sku_name,category,subcategory,launch_date,mrp,cost_price,is_active,pack_size
SKU0252,Baby Care Baby Lotion Variant 252,Baby Care,Baby Lotion,2023-05-14,491.0,169.0,True,250g
SKU0253,Baby Care Baby Wash Variant 253,Baby Care,Baby Wash,2021-04-09,378.0,128.0,True,100ml
SKU0254,Baby Care Baby Oil Variant 254,Baby Care,Baby Oil,2023-06-23,809.0,326.0,True,150ml
SKU0255,Baby Care Baby Wash Variant 255,Baby Care,Baby Wash,2020-12-17,912.0,388.0,True,200ml
SKU0256,Baby Care Baby Wash Variant 256,Baby Care,Baby Wash,2021-07-26,590.0,171.0,True,60 capsules
SKU0257,Baby Care Baby Lotion Variant 257,Baby Care,Baby Lotion,2021-02-12,281.0,126.0,True,30ml
SKU0258,Baby Care Baby Oil Variant 258,Baby Care,Baby Oil,2023-02-11,869.0,285.0,True,30ml
SKU0259,Baby Care Baby Oil Variant 259,Baby Care,Baby Oil,2022-11-14,658.0,259.0,True,50ml
SKU0260,Baby Care Baby Oil Variant 260,Baby Care,Baby Oil,2020-12-20,1466.0,430.0,True,30 tablets
SKU0261,Baby Care Baby Oil Variant 261,Baby Care,Baby Oil,2023-09-04,225.0,102.0,True,250g
SKU0262,Baby Care Baby Lotion Variant 262,Baby Care,Baby Lotion,2023-07-17,1171.0,412.0,True,50ml
SKU0263,Baby Care Baby Oil Variant 263,Baby Care,Baby Oil,2023-09-03,1155.0,400.0,True,250g
SKU0264,Baby Care Baby Oil Variant 264,Baby Care,Baby Oil,2021-04-25,427.0,186.0,False,1kg
SKU0265,Baby Care Baby Oil Variant 265,Baby Care,Baby Oil,2021-05-09,436.0,134.0,True,150ml
SKU0266,Baby Care Baby Wash Variant 266,Baby Care,Baby Wash,2022-02-24,1227.0,561.0,False,30 tablets
SKU0267,Baby Care Baby Lotion Variant 267,Baby Care,Baby Lotion,2022-07-02,1485.0,577.0,True,150ml
SKU0268,Baby Care Baby Lotion Variant 268,Baby Care,Baby Lotion,2022-01-22,663.0,289.0,True,250g
SKU0269,Baby Care Baby Lotion Variant 269,Baby Care,Baby Lotion,2021-10-02,1355.0,581.0,True,100ml
SKU0270,Baby Care Baby Lotion Variant 270,Baby Care,Baby Lotion,2021-01-03,1099.0,388.0,True,50ml
SKU0271,Baby Care Baby Oil Variant 271,Baby Care,Baby Oil,2022-11-28,751.0,275.0,True,250g
SKU0272,Baby Care Baby Wash Variant 272,Baby Care,Baby Wash,2022-03-15,303.0,125.0,True,500g
SKU0273,Baby Care Baby Wash Variant 273,Baby Care,Baby Wash,2023-09-07,1096.0,384.0,True,250g
SKU0274,Baby Care Baby Oil Variant 274,Baby Care,Baby Oil,2023-08-07,1497.0,501.0,True,500g
SKU0275,Baby Care Baby Lotion Variant 275,Baby Care,Baby Lotion,2023-01-09,866.0,372.0,False,100ml
SKU0276,Baby Care Baby Oil Variant 276,Baby Care,Baby Oil,2023-03-19,1081.0,397.0,True,250g
SKU0277,Baby Care Baby Lotion Variant 277,Baby Care,Baby Lotion,2023-01-22,697.0,274.0,True,250g
SKU0278,Baby Care Baby Lotion Variant 278,Baby Care,Baby Lotion,2023-02-24,776.0,229.0,True,500g
SKU0279,Baby Care Baby Lotion Variant 279,Baby Care,Baby Lotion,2023-04-14,1043.0,344.0,True,100ml
SKU0280,Baby Care Baby Lotion Variant 280,Baby Care,Baby Lotion,2023-04-05,872.0,403.0,True,200ml
